SKU,ID,longDescription__default,name__default,category-id,amount,currency,onlineFlag__default,variants,lastModified_date,variation_attributes,size,color,product_kind
701644351250M,701644351250M,Look your best in this drape neck dress. Sure to turn heads! ,Drape Neck Dress.,,119,USD,TRUE,,2025-07-10T11:21:30.000Z,"Size,Color",9XL,JJ3WDXX,variant
701644353339M,701644353339M,You will love this pleated flare skirt! It goes with everything! ,Pleated Flare Skirt.,,129,USD,TRUE,,2025-07-10T11:21:30.000Z,"Size,Color",010,JJE84XX,variant
701644353346M,701644353346M,You will love this pleated flare skirt! It goes with everything! ,Pleated Flare Skirt.,,129,USD,TRUE,,2025-07-10T11:21:30.000Z,"Size,Color",012,JJE84XX,variant
701644353353M,701644353353M,You will love this pleated flare skirt! It goes with everything! ,Pleated Flare Skirt.,,129,USD,TRUE,,2025-07-10T11:21:30.000Z,"Size,Color",014,JJE84XX,variant
701644353360M,701644353360M,You will love this pleated flare skirt! It goes with everything! ,Pleated Flare Skirt.,,129,USD,TRUE,,2025-07-10T11:21:30.000Z,"Size,Color",016,JJE84XX,variant
701644353377M,701644353377M,You will love this pleated flare skirt! It goes with everything! ,Pleated Flare Skirt.,,129,USD,TRUE,,2025-07-10T11:21:30.000Z,"Size,Color",004,JJE84XX,variant
701644353384M,701644353384M,You will love this pleated flare skirt! It goes with everything! ,Pleated Flare Skirt.,,129,USD,TRUE,,2025-07-10T11:21:30.000Z,"Size,Color",006,JJE84XX,variant
701644353391M,701644353391M,You will love this pleated flare skirt! It goes with everything! ,Pleated Flare Skirt.,,129,USD,TRUE,,2025-07-10T11:21:30.000Z,"Size,Color",008,JJE84XX,variant
701644354800M,701644354800M,This sleeveless twist front knit top will become this seasons go -to piece. This looks great with any bottom! ,Sleeveless Twist Front Knit Top.,,64,USD,TRUE,,2025-07-10T11:21:30.000Z,"Size,Color",9LG,JJ493XX,variant
701644354817M,701644354817M,This sleeveless twist front knit top will become this seasons go -to piece. This looks great with any bottom! ,Sleeveless Twist Front Knit Top.,,64,USD,TRUE,,2025-07-10T11:21:30.000Z,"Size,Color",9MD,JJ493XX,variant
701644354824M,701644354824M,This sleeveless twist front knit top will become this seasons go -to piece. This looks great with any bottom! ,Sleeveless Twist Front Knit Top.,,64,USD,TRUE,,2025-07-10T11:21:30.000Z,"Size,Color",9SM,JJ493XX,variant
701644354831M,701644354831M,This sleeveless twist front knit top will become this seasons go -to piece. This looks great with any bottom! ,Sleeveless Twist Front Knit Top.,,64,USD,TRUE,,2025-07-10T11:21:30.000Z,"Size,Color",9XL,JJ493XX,variant
701644355128M,701644355128M,Ivory looks great with black pants! Dress up with Commerce Cloud Store jewelry. ,Belted Short Sleeve Knit Top.,,74,USD,TRUE,,2025-07-10T11:21:30.000Z,"Size,Color",9LG,JJ5AAXX,variant
701644355135M,701644355135M,Ivory looks great with black pants! Dress up with Commerce Cloud Store jewelry. ,Belted Short Sleeve Knit Top.,,74,USD,TRUE,,2025-07-10T11:21:30.000Z,"Size,Color",9MD,JJ5AAXX,variant
701644355142M,701644355142M,Ivory looks great with black pants! Dress up with Commerce Cloud Store jewelry. ,Belted Short Sleeve Knit Top.,,74,USD,TRUE,,2025-07-10T11:21:30.000Z,"Size,Color",9SM,JJ5AAXX,variant
701644355159M,701644355159M,Ivory looks great with black pants! Dress up with Commerce Cloud Store jewelry. ,Belted Short Sleeve Knit Top.,,74,USD,TRUE,,2025-07-10T11:21:30.000Z,"Size,Color",9XL,JJ5AAXX,variant
701644356200M,701644356200M,Take it easy in our short sleeve cowl neck shirt great for weekend wear. ,Sleeveless Cowl Neck Knit.,,74,USD,TRUE,,2025-07-10T11:21:30.000Z,"Size,Color",9LG,JJ3WCXX,variant
701644356217M,701644356217M,Take it easy in our short sleeve cowl neck shirt great for weekend wear. ,Sleeveless Cowl Neck Knit.,,74,USD,TRUE,,2025-07-10T11:21:30.000Z,"Size,Color",9MD,JJ3WCXX,variant
701644356224M,701644356224M,Take it easy in our short sleeve cowl neck shirt great for weekend wear. ,Sleeveless Cowl Neck Knit.,,74,USD,TRUE,,2025-07-10T11:21:30.000Z,"Size,Color",9SM,JJ3WCXX,variant
701644356231M,701644356231M,Take it easy in our short sleeve cowl neck shirt great for weekend wear. ,Sleeveless Cowl Neck Knit.,,74,USD,TRUE,,2025-07-10T11:21:30.000Z,"Size,Color",9XL,JJ3WCXX,variant
701644358754M,701644358754M,A cardigan is this season's must have for chilly nights! ,3/4 Sleeve Zip Cardigan.,,109,USD,TRUE,,2025-07-10T11:21:30.000Z,"Size,Color",9LG,JJ3WDXX,variant
701644358761M,701644358761M,A cardigan is this season's must have for chilly nights! ,3/4 Sleeve Zip Cardigan.,,109,USD,TRUE,,2025-07-10T11:21:30.000Z,"Size,Color",9MD,JJ3WDXX,variant
701644358778M,701644358778M,A cardigan is this season's must have for chilly nights! ,3/4 Sleeve Zip Cardigan.,,109,USD,TRUE,,2025-07-10T11:21:30.000Z,"Size,Color",9SM,JJ3WDXX,variant
701644358785M,701644358785M,A cardigan is this season's must have for chilly nights! ,3/4 Sleeve Zip Cardigan.,,109,USD,TRUE,,2025-07-10T11:21:30.000Z,"Size,Color",9XL,JJ3WDXX,variant
701644358792M,701644358792M,You will love this sleeveless shell alone or with it's matching cardigan. ,Sleeveless Shell.,,79,USD,TRUE,,2025-07-10T11:21:30.000Z,"Size,Color",9LG,JJ3WDXX,variant
701644358808M,701644358808M,You will love this sleeveless shell alone or with it's matching cardigan. ,Sleeveless Shell.,,79,USD,TRUE,,2025-07-10T11:21:30.000Z,"Size,Color",9MD,JJ3WDXX,variant
701644358815M,701644358815M,You will love this sleeveless shell alone or with it's matching cardigan. ,Sleeveless Shell.,,79,USD,TRUE,,2025-07-10T11:21:30.000Z,"Size,Color",9SM,JJ3WDXX,variant
701644358822M,701644358822M,You will love this sleeveless shell alone or with it's matching cardigan. ,Sleeveless Shell.,,79,USD,TRUE,,2025-07-10T11:21:30.000Z,"Size,Color",9XL,JJ3WDXX,variant
701644358952M,701644358952M,This sleeveless sheath dress is a classic piece for your suiting collection year round. Matched with any suit jacket solid or patterned you look professional and sharp. Create a feminine and soft look sporting this piece on its own or with a colorful wrap. ,Boat Neck Sleeveless Sheath Dress.,,119,USD,TRUE,,2025-07-10T11:21:30.000Z,"Size,Color",9LG,JJ3WCXX,variant
883360525419M,883360525419M,97% cotton 3% elastaneflat frontfront pockets and besom back pockets                        zip fly and covered hook and eye closurefront rise 10 3/4 inchesback rise 15 1/4 inchesleg opening 15 inchesinseam 33 inchesmeasurements taken from a size 32dry clean only,Slim Fit Pants,,50,USD,TRUE,,2025-07-10T11:20:40.000Z,"Size,Color",30,B7H,variant
883360525426M,883360525426M,97% cotton 3% elastaneflat frontfront pockets and besom back pockets                        zip fly and covered hook and eye closurefront rise 10 3/4 inchesback rise 15 1/4 inchesleg opening 15 inchesinseam 33 inchesmeasurements taken from a size 32dry clean only,Slim Fit Pants,,175,USD,TRUE,,2025-07-10T11:20:40.000Z,"Size,Color",31,B7H,variant
883360525433M,883360525433M,97% cotton 3% elastaneflat frontfront pockets and besom back pockets                        zip fly and covered hook and eye closurefront rise 10 3/4 inchesback rise 15 1/4 inchesleg opening 15 inchesinseam 33 inchesmeasurements taken from a size 32dry clean only,Slim Fit Pants,,175,USD,TRUE,,2025-07-10T11:20:40.000Z,"Size,Color",32,B7H,variant
883360525440M,883360525440M,97% cotton 3% elastaneflat frontfront pockets and besom back pockets                        zip fly and covered hook and eye closurefront rise 10 3/4 inchesback rise 15 1/4 inchesleg opening 15 inchesinseam 33 inchesmeasurements taken from a size 32dry clean only,Slim Fit Pants,,175,USD,TRUE,,2025-07-10T11:20:40.000Z,"Size,Color",33,B7H,variant
883360525457M,883360525457M,97% cotton 3% elastaneflat frontfront pockets and besom back pockets                        zip fly and covered hook and eye closurefront rise 10 3/4 inchesback rise 15 1/4 inchesleg opening 15 inchesinseam 33 inchesmeasurements taken from a size 32dry clean only,Slim Fit Pants,,175,USD,TRUE,,2025-07-10T11:20:40.000Z,"Size,Color",34,B7H,variant
883360525471M,883360525471M,97% cotton 3% elastaneflat frontfront pockets and besom back pockets                        zip fly and covered hook and eye closurefront rise 10 3/4 inchesback rise 15 1/4 inchesleg opening 15 inchesinseam 33 inchesmeasurements taken from a size 32dry clean only,Slim Fit Pants,,175,USD,TRUE,,2025-07-10T11:20:40.000Z,"Size,Color",38,B7H,variant
883360525488M,883360525488M,97% cotton 3% elastaneflat frontfront pockets and besom back pockets                        zip fly and covered hook and eye closurefront rise 10 3/4 inchesback rise 15 1/4 inchesleg opening 15 inchesinseam 33 inchesmeasurements taken from a size 32dry clean only,Slim Fit Pants,,175,USD,TRUE,,2025-07-10T11:20:40.000Z,"Size,Color",40,B7H,variant
883360541068M,883360541068M,New: 70% cotton 30% polyestershort bomber jacketstand up collar with tab and button detailingfront zip closurestrip elastic hem detailingdry clean only,Summer Bomber Jacket ,,315,USD,TRUE,,2025-07-24T13:39:07.000Z,"Size,Color",XS,#000000,variant
883360541075M,883360541075M,New: 70% cotton 30% polyestershort bomber jacketstand up collar with tab and button detailingfront zip closurestrip elastic hem detailingdry clean only,Summer Bomber Jacket ,,315,USD,TRUE,,2025-07-24T13:39:07.000Z,"Size,Color",S,#000000,variant
883360541082M,883360541082M,New: 70% cotton 30% polyestershort bomber jacketstand up collar with tab and button detailingfront zip closurestrip elastic hem detailingdry clean only,Summer Bomber Jacket ,,315,USD,TRUE,,2025-07-24T13:39:07.000Z,"Size,Color",M,#000000,variant
883360541099M,883360541099M,New: 70% cotton 30% polyestershort bomber jacketstand up collar with tab and button detailingfront zip closurestrip elastic hem detailingdry clean only,Summer Bomber Jacket ,,315,USD,TRUE,,2025-07-24T13:39:07.000Z,"Size,Color",L,#000000,variant
883360541259M,883360541259M,85% cotton 11% poly amid 4% elastanetwo-buttonhalf lineddouble vented with welt pocketsinside vertical pocketfunctional button cuffsdry clean only,Two Button Sport Coat,,475,USD,TRUE,,2025-07-24T13:39:08.000Z,"Size,Color",36,P2V,variant
883360541266M,883360541266M,85% cotton 11% poly amid 4% elastanetwo-buttonhalf lineddouble vented with welt pocketsinside vertical pocketfunctional button cuffsdry clean only,Two Button Sport Coat,,475,USD,TRUE,,2025-07-24T13:39:07.000Z,"Size,Color",38,P2V,variant
883360541273M,883360541273M,85% cotton 11% poly amid 4% elastanetwo-buttonhalf lineddouble vented with welt pocketsinside vertical pocketfunctional button cuffsdry clean only,Two Button Sport Coat,,475,USD,TRUE,,2025-07-24T13:39:08.000Z,"Size,Color",40,P2V,variant
883360541280M,883360541280M,85% cotton 11% poly amid 4% elastanetwo-buttonhalf lineddouble vented with welt pocketsinside vertical pocketfunctional button cuffsdry clean only,Two Button Sport Coat,,475,USD,TRUE,,2025-07-24T13:39:08.000Z,"Size,Color",42,P2V,variant
883360541297M,883360541297M,85% cotton 11% poly amid 4% elastanetwo-buttonhalf lineddouble vented with welt pocketsinside vertical pocketfunctional button cuffsdry clean only,Two Button Sport Coat,,475,USD,TRUE,,2025-07-24T13:39:07.000Z,"Size,Color",44,P2V,variant
883360541303M,883360541303M,85% cotton 11% poly amid 4% elastanetwo-buttonhalf lineddouble vented with welt pocketsinside vertical pocketfunctional button cuffsdry clean only,Two Button Sport Coat,,475,USD,TRUE,,2025-07-24T13:39:07.000Z,"Size,Color",46,P2V,variant
883360541310M,883360541310M,85% cotton 11% poly amid 4% elastanetwo-buttonhalf lineddouble vented with welt pocketsinside vertical pocketfunctional button cuffsdry clean only,Two Button Sport Coat,,475,USD,TRUE,,2025-07-24T13:39:08.000Z,"Size,Color",48,P2V,variant
883360541464M,883360541464M,66% cotton 30% polyester 4% elastanetwo-buttonhalf lineddouble vented with welt pocketsinside vertical pocketfunctional button cuffsdry clean only,Modern Sport Coat,,475,USD,TRUE,,2025-07-24T13:39:08.000Z,"Size,Color",36,CP1,variant
883360541471M,883360541471M,66% cotton 30% polyester 4% elastanetwo-buttonhalf lineddouble vented with welt pocketsinside vertical pocketfunctional button cuffsdry clean only,Modern Sport Coat,,475,USD,TRUE,,2025-07-24T13:39:07.000Z,"Size,Color",38,CP1,variant
883360541488M,883360541488M,66% cotton 30% polyester 4% elastanetwo-buttonhalf lineddouble vented with welt pocketsinside vertical pocketfunctional button cuffsdry clean only,Modern Sport Coat,,475,USD,TRUE,,2025-07-24T13:39:07.000Z,"Size,Color",40,CP1,variant
883360541495M,883360541495M,66% cotton 30% polyester 4% elastanetwo-buttonhalf lineddouble vented with welt pocketsinside vertical pocketfunctional button cuffsdry clean only,Modern Sport Coat,,475,USD,TRUE,,2025-07-24T13:39:07.000Z,"Size,Color",42,CP1,variant
883360541501M,883360541501M,66% cotton 30% polyester 4% elastanetwo-buttonhalf lineddouble vented with welt pocketsinside vertical pocketfunctional button cuffsdry clean only,Modern Sport Coat,,475,USD,TRUE,,2025-07-24T13:39:08.000Z,"Size,Color",44,CP1,variant
883360541518M,883360541518M,66% cotton 30% polyester 4% elastanetwo-buttonhalf lineddouble vented with welt pocketsinside vertical pocketfunctional button cuffsdry clean only,Modern Sport Coat,,475,USD,TRUE,,2025-07-24T13:39:07.000Z,"Size,Color",46,CP1,variant
883360541525M,883360541525M,66% cotton 30% polyester 4% elastanetwo-buttonhalf lineddouble vented with welt pocketsinside vertical pocketfunctional button cuffsdry clean only,Modern Sport Coat,,475,USD,TRUE,,2025-07-24T13:39:07.000Z,"Size,Color",48,CP1,variant
883360541808M,883360541808M,66% cotton 30% polyester 4% elastanestraight-fitquarter top front pocketspatch back pocketsdry clean only,Straight Fit Shorts,,155,USD,TRUE,,2025-07-24T13:39:08.000Z,"Size,Color",28,P2V,variant
883360541815M,883360541815M,66% cotton 30% polyester 4% elastanestraight-fitquarter top front pocketspatch back pocketsdry clean only,Straight Fit Shorts,,155,USD,TRUE,,2025-07-24T13:39:08.000Z,"Size,Color",29,P2V,variant
883360541822M,883360541822M,66% cotton 30% polyester 4% elastanestraight-fitquarter top front pocketspatch back pocketsdry clean only,Straight Fit Shorts,,155,USD,TRUE,,2025-07-24T13:39:07.000Z,"Size,Color",30,P2V,variant
883360541839M,883360541839M,66% cotton 30% polyester 4% elastanestraight-fitquarter top front pocketspatch back pocketsdry clean only,Straight Fit Shorts,,155,USD,TRUE,,2025-07-24T13:39:08.000Z,"Size,Color",31,P2V,variant
883360541846M,883360541846M,66% cotton 30% polyester 4% elastanestraight-fitquarter top front pocketspatch back pocketsdry clean only,Straight Fit Shorts,,155,USD,TRUE,,2025-07-24T13:39:08.000Z,"Size,Color",32,P2V,variant
883360541853M,883360541853M,66% cotton 30% polyester 4% elastanestraight-fitquarter top front pocketspatch back pocketsdry clean only,Straight Fit Shorts,,155,USD,TRUE,,2025-07-24T13:39:08.000Z,"Size,Color",33,P2V,variant
883360541877M,883360541877M,66% cotton 30% polyester 4% elastanestraight-fitquarter top front pocketspatch back pocketsdry clean only,Straight Fit Shorts,,155,USD,TRUE,,2025-07-24T13:39:07.000Z,"Size,Color",36,P2V,variant
883360541884M,883360541884M,66% cotton 30% polyester 4% elastanestraight-fitquarter top front pocketspatch back pocketsdry clean only,Straight Fit Shorts,,155,USD,TRUE,,2025-07-24T13:39:07.000Z,"Size,Color",38,P2V,variant
883360541891M,883360541891M,66% cotton 30% polyester 4% elastanestraight-fitquarter top front pocketspatch back pocketsdry clean only,Straight Fit Shorts,,155,USD,TRUE,,2025-07-24T13:39:07.000Z,"Size,Color",40,P2V,variant
883360543307M,883360543307M,66% cotton 30% polyester 4% elastanestraight-fitquarter top front pocketspatch back pocketsdry clean only,Summer Straight Fit Shorts,,155,USD,TRUE,,2025-07-24T13:39:08.000Z,"Size,Color",28,M5M,variant
701644032876M,701644032876M,What a great casual shirt. You will love the way this looks! Pair with a Commerce Cloud Store pant for a great look!,Embellished Boat Neck Tee,,89,USD,TRUE,,2025-07-10T11:20:37.000Z,"Size,Color",9LG,JJI15XX,variant
