SKU,ID,longDescription__default,name__default,category-id,amount,currency,onlineFlag__default,variants,lastModified_date,variation_attributes,size,color,product_kind
883360541266M,883360541266M,85% cotton 11% poly amid 4% elastanetwo-buttonhalf lineddouble vented with welt pocketsinside vertical pocketfunctional button cuffsdry clean only,Two Button Sport Coat,jewelry,475,USD,TRUE,,28/05/25,"Size,Color",38,P2V,variant
883360541273M,883360541273M,85% cotton 11% poly amid 4% elastanetwo-buttonhalf lineddouble vented with welt pocketsinside vertical pocketfunctional button cuffsdry clean only,Two Button Sport Coat,jewelry,475,USD,TRUE,,28/05/25,"Size,Color",40,P2V,variant
883360541280M,883360541280M,85% cotton 11% poly amid 4% elastanetwo-buttonhalf lineddouble vented with welt pocketsinside vertical pocketfunctional button cuffsdry clean only,Two Button Sport Coat,jewelry,475,USD,TRUE,,28/05/25,"Size,Color",42,P2V,variant
883360541297M,883360541297M,85% cotton 11% poly amid 4% elastanetwo-buttonhalf lineddouble vented with welt pocketsinside vertical pocketfunctional button cuffsdry clean only,Two Button Sport Coat,shoes,475,USD,TRUE,,28/05/25,"Size,Color",44,P2V,variant
883360541303M,883360541303M,85% cotton 11% poly amid 4% elastanetwo-buttonhalf lineddouble vented with welt pocketsinside vertical pocketfunctional button cuffsdry clean only,Two Button Sport Coat,shoes,475,USD,TRUE,,28/05/25,"Size,Color",46,P2V,variant
883360541310M,883360541310M,85% cotton 11% poly amid 4% elastanetwo-buttonhalf lineddouble vented with welt pocketsinside vertical pocketfunctional button cuffsdry clean only,Two Button Sport Coat,shoes,475,USD,TRUE,,28/05/25,"Size,Color",48,P2V,variant
883360541464M,883360541464M,66% cotton 30% polyester 4% elastanetwo-buttonhalf lineddouble vented with welt pocketsinside vertical pocketfunctional button cuffsdry clean only,Modern Sport Coat,shoes,475,USD,TRUE,,28/05/25,"Size,Color",36,CP1,variant
883360541471M,883360541471M,66% cotton 30% polyester 4% elastanetwo-buttonhalf lineddouble vented with welt pocketsinside vertical pocketfunctional button cuffsdry clean only,Modern Sport Coat,shoes,475,USD,TRUE,,28/05/25,"Size,Color",38,CP1,variant
883360541488M,883360541488M,66% cotton 30% polyester 4% elastanetwo-buttonhalf lineddouble vented with welt pocketsinside vertical pocketfunctional button cuffsdry clean only,Modern Sport Coat,shoes,475,USD,TRUE,,28/05/25,"Size,Color",40,CP1,variant
883360541495M,883360541495M,66% cotton 30% polyester 4% elastanetwo-buttonhalf lineddouble vented with welt pocketsinside vertical pocketfunctional button cuffsdry clean only,Modern Sport Coat,shoes,475,USD,TRUE,,28/05/25,"Size,Color",42,CP1,variant
883360541501M,883360541501M,66% cotton 30% polyester 4% elastanetwo-buttonhalf lineddouble vented with welt pocketsinside vertical pocketfunctional button cuffsdry clean only,Modern Sport Coat,shoes,475,USD,TRUE,,28/05/25,"Size,Color",44,CP1,variant
883360541518M,883360541518M,66% cotton 30% polyester 4% elastanetwo-buttonhalf lineddouble vented with welt pocketsinside vertical pocketfunctional button cuffsdry clean only,Modern Sport Coat,shoes,475,USD,TRUE,,28/05/25,"Size,Color",46,CP1,variant
883360541525M,883360541525M,66% cotton 30% polyester 4% elastanetwo-buttonhalf lineddouble vented with welt pocketsinside vertical pocketfunctional button cuffsdry clean only,Modern Sport Coat,shoes,475,USD,TRUE,,28/05/25,"Size,Color",48,CP1,variant
883360541808M,883360541808M,66% cotton 30% polyester 4% elastanestraight-fitquarter top front pocketspatch back pocketsdry clean only,Straight Fit Shorts,shoes,155,USD,TRUE,,28/05/25,"Size,Color",28,P2V,variant
883360541815M,883360541815M,66% cotton 30% polyester 4% elastanestraight-fitquarter top front pocketspatch back pocketsdry clean only,Straight Fit Shorts,shoes,155,USD,TRUE,,28/05/25,"Size,Color",29,P2V,variant
883360541822M,883360541822M,66% cotton 30% polyester 4% elastanestraight-fitquarter top front pocketspatch back pocketsdry clean only,Straight Fit Shorts,shoes,155,USD,TRUE,,28/05/25,"Size,Color",30,P2V,variant
883360541839M,883360541839M,66% cotton 30% polyester 4% elastanestraight-fitquarter top front pocketspatch back pocketsdry clean only,Straight Fit Shorts,shoes,155,USD,TRUE,,28/05/25,"Size,Color",31,P2V,variant
883360541846M,883360541846M,66% cotton 30% polyester 4% elastanestraight-fitquarter top front pocketspatch back pocketsdry clean only,Straight Fit Shorts,shoes,155,USD,TRUE,,28/05/25,"Size,Color",32,P2V,variant
883360541853M,883360541853M,66% cotton 30% polyester 4% elastanestraight-fitquarter top front pocketspatch back pocketsdry clean only,Straight Fit Shorts,shoes,155,USD,TRUE,,28/05/25,"Size,Color",33,P2V,variant
883360541877M,883360541877M,66% cotton 30% polyester 4% elastanestraight-fitquarter top front pocketspatch back pocketsdry clean only,Straight Fit Shorts,shoes,155,USD,TRUE,,28/05/25,"Size,Color",36,P2V,variant
883360541884M,883360541884M,66% cotton 30% polyester 4% elastanestraight-fitquarter top front pocketspatch back pocketsdry clean only,Straight Fit Shorts,shoes,155,USD,TRUE,,28/05/25,"Size,Color",38,P2V,variant
883360541891M,883360541891M,66% cotton 30% polyester 4% elastanestraight-fitquarter top front pocketspatch back pocketsdry clean only,Straight Fit Shorts,shoes,155,USD,TRUE,,28/05/25,"Size,Color",40,P2V,variant
883360542805M,883360542805M,98% cotton 2% polyurethanestraight legupdated 5-pocket denim modelbutton-flyfront rise 10 inches back rise 15 inchesleg opening 15 inchesdry clean only,Lightweight Denim Jacket,shoes,195,USD,TRUE,,28/05/25,"Size,Color",28,CFF,variant
883360542812M,883360542812M,98% cotton 2% polyurethanestraight legupdated 5-pocket denim modelbutton-flyfront rise 10 inches back rise 15 inchesleg opening 15 inchesdry clean only,Lightweight Denim Jacket,shoes,195,USD,TRUE,,28/05/25,"Size,Color",29,CFF,variant
883360542829M,883360542829M,98% cotton 2% polyurethanestraight legupdated 5-pocket denim modelbutton-flyfront rise 10 inches back rise 15 inchesleg opening 15 inchesdry clean only,Lightweight Denim Jacket,shoes,195,USD,TRUE,,28/05/25,"Size,Color",30,CFF,variant
883360542836M,883360542836M,98% cotton 2% polyurethanestraight legupdated 5-pocket denim modelbutton-flyfront rise 10 inches back rise 15 inchesleg opening 15 inchesdry clean only,Lightweight Denim Jacket,shoes,195,USD,TRUE,,28/05/25,"Size,Color",31,CFF,variant
883360542843M,883360542843M,98% cotton 2% polyurethanestraight legupdated 5-pocket denim modelbutton-flyfront rise 10 inches back rise 15 inchesleg opening 15 inchesdry clean only,Lightweight Denim Jacket,shoes,195,USD,TRUE,,28/05/25,"Size,Color",32,CFF,variant
883360542850M,883360542850M,98% cotton 2% polyurethanestraight legupdated 5-pocket denim modelbutton-flyfront rise 10 inches back rise 15 inchesleg opening 15 inchesdry clean only,Lightweight Denim Jacket,shoes,195,USD,TRUE,,28/05/25,"Size,Color",33,CFF,variant
883360542867M,883360542867M,98% cotton 2% polyurethanestraight legupdated 5-pocket denim modelbutton-flyfront rise 10 inches back rise 15 inchesleg opening 15 inchesdry clean only,Lightweight Denim Jacket,shoes,195,USD,TRUE,,28/05/25,"Size,Color",34,CFF,variant
883360542874M,883360542874M,98% cotton 2% polyurethanestraight legupdated 5-pocket denim modelbutton-flyfront rise 10 inches back rise 15 inchesleg opening 15 inchesdry clean only,Lightweight Denim Jacket,shoes,195,USD,TRUE,,28/05/25,"Size,Color",36,CFF,variant
883360542881M,883360542881M,98% cotton 2% polyurethanestraight legupdated 5-pocket denim modelbutton-flyfront rise 10 inches back rise 15 inchesleg opening 15 inchesdry clean only,Lightweight Denim Jacket,shoes,195,USD,TRUE,,28/05/25,"Size,Color",38,CFF,variant
883360542898M,883360542898M,98% cotton 2% polyurethanestraight legupdated 5-pocket denim modelbutton-flyfront rise 10 inches back rise 15 inchesleg opening 15 inchesdry clean only,Lightweight Denim Jacket,shoes,195,USD,TRUE,,28/05/25,"Size,Color",40,CFF,variant
883360543307M,883360543307M,66% cotton 30% polyester 4% elastanestraight-fitquarter top front pocketspatch back pocketsdry clean only,Summer Straight Fit Shorts,shoes,155,USD,TRUE,,28/05/25,"Size,Color",28,M5M,variant
701644032876M,701644032876M,What a great casual shirt. You will love the way this looks! Pair with a Commerce Cloud Store pant for a great look!,Embellished Boat Neck Tee,holidayCollection,89,USD,TRUE,,27/05/25,"Size,Color",9LG,JJI15XX,variant
701644032883M,701644032883M,What a great casual shirt. You will love the way this looks! Pair with a Commerce Cloud Store pant for a great look!,Embellished Boat Neck Tee,holidayCollection,89,USD,TRUE,,27/05/25,"Size,Color",9MD,JJI15XX,variant
701644032890M,701644032890M,What a great casual shirt. You will love the way this looks! Pair with a Commerce Cloud Store pant for a great look!,Embellished Boat Neck Tee,holidayCollection,89,USD,TRUE,,27/05/25,"Size,Color",9SM,JJI15XX,variant
701644032906M,701644032906M,What a great casual shirt. You will love the way this looks! Pair with a Commerce Cloud Store pant for a great look!,Embellished Boat Neck Tee,holidayCollection,89,USD,TRUE,,27/05/25,"Size,Color",9XL,JJI15XX,variant
701644033347M,701644033347M,Perfect capri for weekends. Pair with a Commerce Cloud Store top for a perfect look.,Slim Capri,holidayCollection,74,USD,TRUE,,27/05/25,"Size,Color",010,JJI15XX,variant
701644033354M,701644033354M,Perfect capri for weekends. Pair with a Commerce Cloud Store top for a perfect look.,Slim Capri,holidayCollection,74,USD,TRUE,,27/05/25,"Size,Color",012,JJI15XX,variant
701644033361M,701644033361M,Perfect capri for weekends. Pair with a Commerce Cloud Store top for a perfect look.,Slim Capri,holidayCollection,74,USD,TRUE,,27/05/25,"Size,Color",014,JJI15XX,variant
701644033378M,701644033378M,Perfect capri for weekends. Pair with a Commerce Cloud Store top for a perfect look.,Slim Capri,holidayCollection,74,USD,TRUE,,27/05/25,"Size,Color",016,JJI15XX,variant
701644033392M,701644033392M,Perfect capri for weekends. Pair with a Commerce Cloud Store top for a perfect look.,Slim Capri,holidayCollection,74,USD,TRUE,,27/05/25,"Size,Color",004,JJI15XX,variant
701644033415M,701644033415M,Perfect capri for weekends. Pair with a Commerce Cloud Store top for a perfect look.,Slim Capri,holidayCollection,74,USD,TRUE,,27/05/25,"Size,Color",008,JJI15XX,variant
701644033668M,701644033668M,You will love this floral tunic with embroidery! Perfect for Spring!,Floral Tunic,holidayCollection,89,USD,TRUE,,27/05/25,"Size,Color",9LG,JJZ01XX,variant
701644033675M,701644033675M,You will love this floral tunic with embroidery! Perfect for Spring!,Floral Tunic,holidayCollection,89,USD,TRUE,,27/05/25,"Size,Color",9MD,JJZ01XX,variant
701644033682M,701644033682M,You will love this floral tunic with embroidery! Perfect for Spring!,Floral Tunic,holidayCollection,89,USD,TRUE,,27/05/25,"Size,Color",9SM,JJZ01XX,variant
701644033699M,701644033699M,You will love this floral tunic with embroidery! Perfect for Spring!,Floral Tunic,holidayCollection,89,USD,TRUE,,27/05/25,"Size,Color",9XL,JJZ01XX,variant
701644033774M,701644033774M,Update your wardrobe with this ruffle sleeveless shirt.  Add a new piece of Commerce Cloud Store jewelry and you will look fabulous.,Ruffle Sleeveless Shirt,holidayCollection,64,USD,TRUE,,27/05/25,"Size,Color",9LG,JJI15XX,variant
701644033781M,701644033781M,Update your wardrobe with this ruffle sleeveless shirt.  Add a new piece of Commerce Cloud Store jewelry and you will look fabulous.,Ruffle Sleeveless Shirt,holidayCollection,64,USD,TRUE,,27/05/25,"Size,Color",9MD,JJI15XX,variant
701644033798M,701644033798M,Update your wardrobe with this ruffle sleeveless shirt.  Add a new piece of Commerce Cloud Store jewelry and you will look fabulous.,Ruffle Sleeveless Shirt,holidayCollection,64,USD,TRUE,,27/05/25,"Size,Color",9SM,JJI15XX,variant
701644033804M,701644033804M,Update your wardrobe with this ruffle sleeveless shirt.  Add a new piece of Commerce Cloud Store jewelry and you will look fabulous.,Ruffle Sleeveless Shirt,holidayCollection,64,USD,TRUE,,27/05/25,"Size,Color",9XL,JJI15XX,variant
701644033811M,701644033811M,Update your wardrobe with this ruffle sleeveless shirt.  Add a new piece of Commerce Cloud Store jewelry and you will look fabulous.,Ruffle Sleeveless Shirt,holidayCollection,64,USD,TRUE,,27/05/25,"Size,Color",9LG,JJZ58XX,variant
701644033828M,701644033828M,Update your wardrobe with this ruffle sleeveless shirt.  Add a new piece of Commerce Cloud Store jewelry and you will look fabulous.,Ruffle Sleeveless Shirt,holidayCollection,64,USD,TRUE,,27/05/25,"Size,Color",9MD,JJZ58XX,variant
701644033835M,701644033835M,Update your wardrobe with this ruffle sleeveless shirt.  Add a new piece of Commerce Cloud Store jewelry and you will look fabulous.,Ruffle Sleeveless Shirt,holidayCollection,64,USD,TRUE,,27/05/25,"Size,Color",9SM,JJZ58XX,variant
701644033842M,701644033842M,Update your wardrobe with this ruffle sleeveless shirt.  Add a new piece of Commerce Cloud Store jewelry and you will look fabulous.,Ruffle Sleeveless Shirt,holidayCollection,64,USD,TRUE,,27/05/25,"Size,Color",9XL,JJZ58XX,variant
701644035389M,701644035389M,Add this ruffle flounce raglan top to your day or evening wardrobe.  It will look great on its own or under a fabulous Commerce Cloud Store jacket.,Ruffle Flounce Raglan Top,holidayCollection,64,USD,TRUE,,27/05/25,"Size,Color",9LG,JJDL6XX,variant
701644035396M,701644035396M,Add this ruffle flounce raglan top to your day or evening wardrobe.  It will look great on its own or under a fabulous Commerce Cloud Store jacket.,Ruffle Flounce Raglan Top,holidayCollection,64,USD,TRUE,,27/05/25,"Size,Color",9MD,JJDL6XX,variant
701644035402M,701644035402M,Add this ruffle flounce raglan top to your day or evening wardrobe.  It will look great on its own or under a fabulous Commerce Cloud Store jacket.,Ruffle Flounce Raglan Top,holidayCollection,64,USD,TRUE,,27/05/25,"Size,Color",9SM,JJDL6XX,variant
701644035419M,701644035419M,Add this ruffle flounce raglan top to your day or evening wardrobe.  It will look great on its own or under a fabulous Commerce Cloud Store jacket.,Ruffle Flounce Raglan Top,holidayCollection,64,USD,TRUE,,27/05/25,"Size,Color",9XL,JJDL6XX,variant
701644035594M,701644035594M,Make way for this effortless denim slim skirt.  Add a blouse or suit jacket to complete your look.,Denim Slim Skirt,holidayCollection,69,USD,TRUE,,27/05/25,"Size,Color",010,JJEA7A0,variant
701644035600M,701644035600M,Make way for this effortless denim slim skirt.  Add a blouse or suit jacket to complete your look.,Denim Slim Skirt,holidayCollection,69,USD,TRUE,,27/05/25,"Size,Color",012,JJEA7A0,variant
701644035617M,701644035617M,Make way for this effortless denim slim skirt.  Add a blouse or suit jacket to complete your look.,Denim Slim Skirt,holidayCollection,69,USD,TRUE,,27/05/25,"Size,Color",014,JJEA7A0,variant
701644035624M,701644035624M,Make way for this effortless denim slim skirt.  Add a blouse or suit jacket to complete your look.,Denim Slim Skirt,holidayCollection,69,USD,TRUE,,27/05/25,"Size,Color",016,JJEA7A0,variant
